1.1 Edad:,1.2 Género:,3. Evaluación de Habilidades Blandas,"A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Gestión: Gestionar actividades complejas, como proyectos de ingeniería, en el campo de estudio.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Comunicación efectiva: Presentar y defender proyectos técnicos en español e inglés en entornos profesionales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Liderazgo: Dirigir equipos, organizando tareas y tomando decisiones clave.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Trabajo en equipo: Participar activamente en equipos para resolver problemas de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Ética profesional: Actuar con responsabilidad ética en la toma de decisiones técnicas, respetando normas y compromisos legales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Responsabilidad social: Considerar aspectos jurídicos, culturales y de sostenibilidad al desarrollar soluciones de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Aprendizaje autónomo: Buscar activamente aprendizaje continuo y desarrollar habilidades profesionales de manera autónoma.]",4. Inserción Laboral,4.1 ¿Actualmente estás trabajando?,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,4.1.5 ¿Cuánto tiempo lleva trabajando en su empleo actual?,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Gestión],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Comunicación efectiva],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Liderazgo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Trabajo en equipo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Ética profesional],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Responsabilidad social],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Aprendizaje autónomo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,"Si respondió ""Sí"", por favor especifique:",4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,"6.1 ¿Qué asignaturas te resultaron más relevantes durante la carrera? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Estática, Mecánica de materiales, Dinámica","6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion
26,Masculino,,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes",HCI,Más herramientas tecnológicos actuales.,Especializar la carrera de software en varias,Ninguna,Ninguna,(RRA20) SOFTWARE,2025
24,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Si,No,No,Sí,Sí,Sí,No,Sí,No,,Si,De $1501 a $2.000,,,,,"a) Sí, la he utilizado para postularme a vacantes",HI,Formación para TICS,Empezar con las materias de la carrera y no generales,Trabajo en equipo,Trabajo en equipo,(RRA20) SOFTWARE,2025
25,Femenino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Si,No,Sí,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Química,Ventas,Dar más flexibilidad en los horarios para hacer prácticas profesionales,Negociación,Negociación,(RRA20) INGENIERÍA QUÍMICA,2025
26,Masculino,,4,4,4,4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,De 1 año a 2 años,No estoy seguro/a,,c) No la conozco,",",",",",",",",",",(RRA20) DESARROLLO DE SOFTWARE,2025
24,Femenino,,4,3,3,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,No,No,No,Sí,No,No,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder",Circuitos,Experiencia laboral,Más práctica,Liderazgo,Comunicacion,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
23,Masculino,,5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,Posibilidad de hacer pasantías en empresas al tiempo que se continúa con el plan de estudios,"a) Sí, la he utilizado para postularme a vacantes","Diseño de plantas, Ingeniería de la reacción, Mecánica de Fluidos, Transferencia de Masa, Transferencia de Calor, Balance de Masa, Balance de Energía","Diseño Experimental, Sistemas Integrados de Gestión","Rediseñar la carrera a las necesidades reales de la industria, incorporar materias de análisis y gestión de datos","Comunicación profesional, desenvolvimiento en público","Resolución de conflictos. Es una habilidad clave para cualquier entorno profesional. Me permitiría mediar desacuerdos entre compañeros o con clientes, buscando siempre soluciones justas y efectivas",(RRA20) INGENIERÍA QUÍMICA,2025
23,Masculino,,3,3,3,3,3,3,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Petróleo,"a) Sí, la he utilizado para postularme a vacantes",Yacimientos,Temas de tics y capacitaicon práctica,Más salidas y networking,"Habla y socialización,networking",Habla,(RRA20) GEOLOGÍA,2025
23,Masculino,,4,4,4,4,3,3,4,,Si,Ecuador,Privado,Medio tiempo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,Sí,Sí,Sí,No,Sí,No,,No,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Diseño de máquinas, Elementos de máquinas, termodinámica, mecánica de fluidos aplicada, desgaste y falla.","Virutaje, motores de combustión interna, electrónica de potencia, instrumentación.",Dar mas tiempo a los laboratorios y mas enfoque practico en las asignaturas.,"Trabajo en grupo, oratoria.",Ninguna,(RRA20) MECÁNICA,2025
23,Femenino,,3,4,4,4,4,4,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Mayor contacto con la industria,c) No la conozco,"Petrografía, Yacimientos minerales, Exploración de Yacimientos, Geología del petróleo, Hidrogeología, Geotecnia","Uso de GIS, modelamiento geológico, registros eléctricos",Tener un mayor contacto con la industria y tener más clases prácticas,"Liderazgo, resolución de problemas, pensamiento crítico",Adaptabilidad,(RRA20) GEOLOGÍA,2025
25,Masculino,,3,2,3,4,3,3,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,Sí,Sí,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Balance de Masa, Balance de Energía,  Diseño de Plantas, Termodinámica I","Negociar, Comunicación desde un punto de vista profesional","Permitir realizar practicas al menos el ultimo semestre, la materia del Trabajo de Integración Curricular en el horario designado no es conveniente, como recomendación que sea en horarios de 16 - 18 o 18 - 20 para tener tiempo para prácticas","Control de emociones, comunicación","Negociación, para poder negociar mejor acuerdos de empleo",(RRA20) INGENIERÍA QUÍMICA,2025
24,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Si,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,"Electricidad, instalaciones de media y baja tención, electrónica digital y microprocesadores","Lenguajes de programación, redes de telecomunicación",Tener mas horas de laboratorio,trabajo en equipo,"liderazgo, gestión de proyectos",(RRA20) ELECTROMECÁNICA,2025
25,Femenino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"b) Sí, pero no la he utilizado",Tratamiento de Aguas Residuales y Sistemas de Alcantarillado,No recuerdo,"El Ing. Santiago Guerra y el Ing. Eduardo Vasquez son los mejores profesores que puede tener la carrera de Agua y Saneamiento Ambiental, mientras ellos sigan ahí, no hay ninguna recomendación",Liderazgo,Comunicación efectiva,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025
25,Masculino,,4,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Comunicaciones Inalámbricas, Sistemas de Telecomunicaciones, Redes de la Siguiente Generación",Redes celulares,Implementar más laboratorios para tecnologías de redes celulares y mejorar la bolsa de empleo,El poder relacionarse de mejor manera en el entorno laboral,Networking y la aplicaría asistiendo ha eventos relevantes y obviamente relacionados con la carrera para así poder conseguir contactos y mejores oportunidades laborales o más,(RRA20) REDES Y TELECOMUNICACIONES,2025
21,Femenino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Medio tiempo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,No,Sí,No,No,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Iot, Desarrollo de Software",Apps Moviles,Priorizar materias relacionadas con la carrera,"Las habilidades en las que se enfocaron, se fortalecer on correctamente",Adaptación a diversos entornos laborales,(RRA20) DESARROLLO DE SOFTWARE,2025
23,Masculino,,3,2,2,2,3,2,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","IA, Desarrollo web",Cloud Computing,Denle mayor cabida a los profesores que si enseñan y por desgracia no tienen ni nombramiento,Liderazgo,"Comunicación asertiva , me facilitaría en que mi trabajo tenga mayor impacto",(RRA20) SOFTWARE,2025
24,Masculino,,4,3,3,2,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"El tema de las habilidades blandas en si, es cierto que como politécnicos nos formamos con todos los conocimientos técnicos, pero reforzar las habilidades blandas es vital en la vida profesional muchas veces a un politécnico le suelen atribuir el término de mentes cuadradas.","a) Sí, la he utilizado para postularme a vacantes","Metodologías ágiles, desarrollo Web y desarrollo mobile","En general hubo un amplio tema abarcado en la carrera, solo una acotación en una materia de último semestre que deberían darla un semestre anterior  a presentar el TIC, la materia de “GESTIÓN DE PROYECTOS DE SOFTWARE” debieron darla  un semestre antes de hacer el Tic para el grado pues ayudaría mucho durante el diseño de tic.",Mejorar infraestructura y equipos informativos además de contar servidores propios para despliegues de estudiantes en aplicaciones a desarrollar durante los estudios académicos.,Comunicación afectiva,Liderazgo,(RRA20) SOFTWARE,2025
24,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,Sí,Sí,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Programación orientada a Objetos, Desarrollo Web, Metodologías Ágiles",Proyectos mejor pensandos para desarrollar habilidades enfocadas en soluciones a problemas reales,Eliminar materias básicas o reducir su cantidad por materias más complementarias a la vida laboral,Gestión y comunicación,"Gestión de equipos, es requerido en la vida profesional de un desarrollador",(RRA20) SOFTWARE,2025
23,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,Sí,No,Sí,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Ingeniería de software, Metodologías ágiles, verificación y validación, aplicaciones web",Cloud,Incluir temas de infraestructura modernas,Trabajo en equipo,Gestión de emociones,(RRA20) SOFTWARE,2025
22,Femenino,,4,3,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,,Si,Ecuador,Privado,Freelance / Por horas,Menos de 6 meses,1.0,Si,Parcialmente,No,Sí,No,No,Sí,Sí,No,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Comunicaciones Inalambricas, Programación, TCP/IP, Comunicaciones Analógicas y Digitales, Propagación y Antenas, Sistemas Operativos, Redes de Computadoras, Comunicaciones Ópticas, Sistemas de Telecomunicaciones, Intranets, Leyes y Normativas de las Telecomunicaciones, Redes de Siguiente Generación, Seguridad en Redes","Programación más avanzada, materias relacionadas al manejo de la nube, prácticas con equipor reales en redes",Se debería aumentar la el tiempo de práctica en escenarios reales en todas las materias.,"El liderazgo, la resolución de problemas y la comunicación",Me gustaría agregar la adaptabilidad a el cambio de escenarios y ambientes,(RRA20) REDES Y TELECOMUNICACIONES,2025
24,Masculino,,2,1 (Nada desarrollado),2,2,2,3,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,Sí,No,No,No,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,Inteligencia artificial y machine learning y todas las relacionadas a fundamentos de la programación y demas,"Más asignaturas que tengan que ver con desenvolverse, de tomar el liderazgo",Ser un poco más estrictos ante las actividades propuestas por los docentes,"Ética, trabajo en equipo, liderazgo","Liderazgo, siento que es lo que me falta para ser proactivo y poder expresar mejor las ideas y poder convencer a la gente",(RRA20) COMPUTACIÓN,2025
24,Femenino,,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),4,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Auditoria informática, HCI, Desarrollo Web, Aplicaciones Móviles",Instruccion en recursos humanos para poder postular de mejor forma a trabajos.,dar mas oportunidades de trabajo dentro de la universidad sin necesidad de experiencia.,creacion de cvs,Elaboracion de vcs para que sea mas sencillo encontrar trabajo,(RRA20) SOFTWARE,2025
25,Femenino,,3,3,3,3,3,3,3,,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,c) No la conozco,"Aplicaciones Web, Bases de Datos, Ingeniería de Software, Gestión de Proyectos","DevOps, Cloud Computing, Accesibilidad digital, Buenas prácticas de documentación",Los profesores deberían tener más estudios en docencia.,"Trabajo en equipo, liderazgo, comunicación.","En la resolución de problemas, me permitiría mantener la calma, tomar decisiones objetivas y comunicarme de forma empática.",(RRA20) SOFTWARE,2025
29,Masculino,,4,1 (Nada desarrollado),3,4,3,2,2,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Enseñanza,"a) Sí, la he utilizado para postularme a vacantes","Aplicaciones móviles y web, sistemas operativos, machine learning, BI, algebra, cálculo.",Habilidades blandas,Mejor metodología de enseñanza y profesores capacitados.,"Trabajo en equipo, compañerismo, oratoria, servicio al cliente.","Confianza, la aplicaría para poder exponer mis conocimientos y técnicas de manera clara.",(RRA20) COMPUTACIÓN,2025
31,Femenino,,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Si,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","CONTABILIDAD, FINANZAS DE NEGOCIOS, GERENCIA DE PROCESOS, ANALISIS FIANCIERO","EXCEL AVANZADO, TECNOLOGIA DE LA INFORMACION Y ANALISIS DE DATOS",ACTIVIDADES EN PROGRAMAS REALES QUE UTILIZAN LAS EMPRESAS PARA GESTION DE PROCESOS Y CONTABLES,APRENDIZAJE AUTONOMO,"INTELIGENCIA EMOCIONAL, ES IMPORTANTE SABER CONTRAR CIERTAS SITUACIONES COMPLICADAS QUE SE PRESENTA DIA A DIA, ES AQUI DONDE LA INTELIGENCIA EMOCIONAL ES CLAVE PARA CONSTRUIR RELACIONES POSITIVAS CON LOS DEMAS.",INGENIERIA EMPRESARIAL,2025
25,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,No,Si,Sí,Sí,Sí,Sí,Sí,No,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Tecnologías de seguridad, AI, Bases de datos, programación","Como realizar una auditoría informática, evaluar un SGSI",Profesores,Comunicación acertiva,Comunicación acertiva,(RRA20) COMPUTACIÓN,2025
26,Masculino,,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,Sí,No,Sí,Sí,No,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","SCADA,redes industriales.",Buenas prácticas para la gestión de proyectos,Equipar con equipos nuevos los laboratorios.,Comunicación efectiva,"Comunicación efectiva,saber que decir y como decirlo.",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
31,Masculino,,3,3,4,3,4,3,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Desarrollo web, desarrollo móvil, BI, Bases de datos","Sistemas embebidos en drones, Programación de drones (ROS/Python), Procesamiento de datos de sensores de drones, Aplicaciones de IA en drones",No enfocarse en teoría ni viejas tecnologías y desarrollar más laboratorios prácticos con relación al mundo laboral.,"Gestión de dinámicas grupales, Habilidades de comunicación no verbal, Negociación en proyectos",Oratoria: la comunicación oral a un grupo de personas es esencial para la expresión de ideas en el ámbito laboral y académico.,(RRA20) COMPUTACIÓN,2025
27,Masculino,,4,3,3,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,No,No,Sí,Sí,No,Sí,No,responsabilidad,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Inteligencia Artificial, Programación, Gestion de proyectos, sistemas embebidos,",Utilizar mas las herramientas de tecnologia que nos dan gratis a nivel de universidad y no se aprovechan,Experimentar con las herramientas en vanguardia,Comunicacion,"Comunicación , Comunicar tanto conceptos tecnicos como de gestion de manera asertiva",(RRA20) SOFTWARE,2025
22,Femenino,,4,3,3,3,3,3,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Sistemas operativos, redes y telecomunicaciones",Importancia de buenas prácticas de TICS,Un mejor enfoque en la malla curricular,La gestión de estres,"Productividad, ampliando en el hecho de mas proyectos, etc.",(RRA20) REDES Y TELECOMUNICACIONES,2025
25,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,España,Privado,Tiempo completo,Entre 1 y 2 años,2.0,Si,Si,No,Sí,No,Sí,No,Sí,No,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado",HCI,Cobit,Mas desarrollo de aplicaciones de gestión,Comunicación,Comunicación efectiva,(RRA20) SOFTWARE,2025
25,Masculino,,5 (Totalmente desarrollado),4,4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,No,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Mecánica de fluidos, química general, termodinámica, diseño de plantas","Etiqueta, buenas prácticas de manufactura.",Es necesario que la malla incluya carreras sociales que permitan el desarrollo en habilidades blandas. También que se reestructuren los horarios de clases de los últimos semestres para poder realizar pasantías.,Comunicación efectiva.,"Creatividad, se requiere que las personas que salen con la carrera puedan desempeñarse mejor y de forma más flexible a problemas poco comunes.",(RRA20) INGENIERÍA QUÍMICA,2025
25,Masculino,,5 (Totalmente desarrollado),3,2,4,5 (Totalmente desarrollado),2,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,2.0,Si,Parcialmente,Sí,Sí,No,Sí,Sí,No,No,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes industriales, Automatización con PLC, SCADA, Gestión de Proyectos, Control Industrial","Drones, aplicaciones industriales de control",Más implementación y contacto con industria real,"Comunicación, liderazgo, manejo de personas","Comunicación efectiva, reforzando las exposiciones y tal vez con algunas en inglés",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
24,Masculino,,3,2,3,3,4,3,4,,Si,Ecuador,Privado,Freelance / Por horas,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,Sí,No,,Si,Hasta $460,,,,,c) No la conozco,"Aplicaciones móviles, Aplicaciones web, Ingeniería de software y requerimientos","Especialización en los semestres finales (Ciberseguridad Avanzada, MLOps, Temas avanzados de IA)","Enfocar las materias en casos reales y proyectos, aprovechando la experiencia laboral activa y actualizada de los docentes",La comunicación y expresión oral,Gestión de la frustración y la perseverancia para tratar con los problemas técnicos y dinámicas interpersonales,(RRA20) SOFTWARE,2025
28,Femenino,,5 (Totalmente desarrollado),4,4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No,,"d) No, pero me gustaría conocer más sobre cómo acceder",Administración,Desarrollo de IA avanzado,Horarios más accesibles,Resilencia,La capacidad de aprendizaje continuo,(RRA20) DESARROLLO DE SOFTWARE,2025
21,Masculino,,4,4,3,4,4,3,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,No,Sí,No,No,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programacion, Bases de datos, Sistemas operativos, Gestion de proyectos de software, Programacion orientada a objetos","Temas de Clean Code, Patrones de arquitectura, Buenas prácticas en el desarrollo de software",Fomentar el aprendizaje y uso de habilidades blandas útiles para el entorno laboral,"Liderazgo, Negociacion",Gestion del estrés. Para tener un mejor control de las emociones ante la presión del trabajo,(RRA20) DESARROLLO DE SOFTWARE,2025
26,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,2.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Programación 1 y 2, Cálculo, Probabilidad y Estadística, Gestión de procesos, Bases de datos","Deben enfocarse en las nuevas tecnologías que usan las empresas, no quedarse en teoría del pasado.",Contratar a profesores que realmente sepan enseñar y que tengan experiencia en el campo laboral,"La comunicación asertiva, el liderazgo","Una habilidad que yo agregaría sería la capacidad de negociar, la aplicaría en distintos ámbitos de la vida profesional y personal.",(RRA20) COMPUTACIÓN,2025
23,Femenino,,4,3,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,No,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Scada, Automatización con PLCs","Phyton, Liderazgo, IA","Profesores con vocación, mejorar los trámites para pasantias","Liderazgo, Gestión proyectos, comunicación efectiva",Liderazgo,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
27,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,No,,No,,c) No la conozco,Hormigón Armado,TICS,Más prácticos,Estructuras de Aceros,Direccionamiento de proyectos,(RRA20) INGENIERÍA CIVIL,2025
23,Masculino,,4,3,4,3,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,Sí,Sí,No,No,Sí,No,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Optimización y Análisis Numérico, estadística para mejora de la calidad, Análisis financiero y evaluación presupuestaria","Gestión Financiera, Automatización de Procesos","Implementar más componentes enfocado a procesos y mejoramiento de procesos a través del desarrollo de sistemas de calidad, automatización, entre otros relacionados.",Trabajo en Equipo y comunicación efectiva,"Comunicación efectiva y liderazgo, estar en contextos de más presión en comparación con el ámbito laboral para manejo de equipos complejos.",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
